c3,year,id,country,c2,gini,ge0,ge1,ge2,a025,a050,a075,a1,a2,palma,ratio_top20bottom20,bottom40,q1,q2,q3,q4,q5,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,bottom5,top5,resource,resource_detailed,scale,scale_detailed,sharing_unit,reference_unit,areacovr,areacovr_detailed,popcovr,popcovr_detailed,region_un,region_un_sub,region_wb,eu,oecd,incomegroup,mean,median,currency,reference_period,exchangerate,mean_usd,median_usd,gdp,population,revision,quality,quality_score,source,source_detailed,source_comments,survey,link,pop_share,inc_share,w_ge0,w_ge1,w_ge2,w_a050,w_a1,b_ge0,b_ge1,b_ge2,b_a050,b_a1,wiidcompanion,resource_pref,scale_pref,quality_pref,shares_nonnull,rank_key
PRY,2023,18140,Paraguay,PY,46.2,35.300000000000004,42.9,79.86,9.51,18.0,25.61,31.7,48.5,2.58,11.38,13.620000000000001,4.49,9.13,13.950000000000001,21.36,51.08,1.55,2.94,4.0200000000000005,5.11,6.29,7.66,9.44,11.92,15.88,35.2,0.53,23.68,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,1812196.0,4613.0,Local currency unit,Year,0.00032060804384208166,,,15783.0,6844146.0,New 2025,High,11,United Nations,ECLAC,New series,EPH,https://estadisticas.cepal.org/cepalstat/WEB_CEPALSTAT/estadisticasIndicadores.asp?idioma=i,1.0,1.0,0.322,0.383,0.869,0.158,0.271,0.02,0.019,0.019,0.012,0.024,No,2.0,2.0,3.0,15,"(3.0, 2.0, 2.0, 15)"
PSE,2017,26154,West Bank and Gaza,PS,44.9,38.0,35.89,54.14,8.64,16.72,24.35,31.62,57.72,2.46,12.18,12.94,4.0200000000000005,8.92,14.780000000000001,23.29,48.980000000000004,1.36,2.66,3.75,5.17,6.5600000000000005,8.22,10.24,13.05,17.1,31.88,0.45,20.48,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Asia,Western Asia,Middle East and North Africa,Non-EU,Non-OECD,Lower middle income,4831.0,3554.0,US$2021PPP,Year,,,,6427.0,4742743.0,New 2025,High,13,Luxembourg Income Study,Luxembourg Income Study (LIS),Own construction based on LIS Database through LISSY,Palestine Expenditure and Consumption Survey (PECS),https://pip.worldbank.org/,,,,,,,,,,,,,Yes,4.0,2.0,3.0,15,"(3.0, 4.0, 2.0, 15)"
QAT,2018,19474,Qatar,QA,35.13,,,,,,,,,1.42,6.43,18.150000000000002,6.51,11.64,16.67,23.32,41.85,2.56,3.96,5.22,6.43,7.66,9.01,10.61,12.71,16.09,25.77,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,Asia,Western Asia,Middle East and North Africa,Non-EU,Non-OECD,High income,32673.0,27147.0,US$2021PPP,Year,0.2747252747252747,,,114910.0,2761142.0,New 2025,Average,13,World Bank,Poverty and Inequality Platform (PIP),Qatar Ministry of Development Planning and Statistics 2015,HIES,https://pip.worldbank.org/,,,,,,,,,,,,,No,2.0,2.0,2.0,15,"(2.0, 2.0, 2.0, 15)"
REU,1977,19475,Reunion,RE,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Income (net/gross),Monetary income,,,,Household,All,All,All,All,Africa,Eastern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,High income,,,,,,,,,492286.0,New 2007,Low,6,World Bank,Fields 1989,,,,,,,,,,,,,,,,Yes,2.0,0.0,1.0,0,"(1.0, 2.0, 0.0, 0)"
ROU,2023,19913,Romania,RO,32.3,2147.3,1757.66,1856.57,446.72,912.39,1404.55,1932.41,4636.36,1.19,6.54,19.03,5.8500000000000005,13.18,18.37,24.32,38.27,1.87,3.98,5.87,7.3100000000000005,8.58,9.790000000000001,11.23,13.1,15.63,22.650000000000002,0.6,13.32,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,EU,Non-OECD,High income,4791.0,4385.0,Euro,Year,0.39700525701127876,348.0,,40666.0,19118478.0,New 2025,High,13,Eurostat,Eurostat microdata,Own construction based on microdata,European Union Statistics on Income and Living Conditions (EU-SILC),https://ec.europa.eu/eurostat/web/income-and-living-conditions/data/database,,,,,,,,,,,,,Yes,4.0,2.0,3.0,15,"(3.0, 4.0, 2.0, 15)"
RUS,2023,20121,Russia,RU,33.17,18.23,19.22,25.45,4.62,8.91,12.91,16.66,30.12,1.3,5.28,19.96,7.8,12.15,16.37,22.5,41.18,3.21,4.59,5.59,6.57,7.58,8.790000000000001,10.200000000000001,12.3,15.31,25.87,1.32,16.05,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,Non-EU,Non-OECD,High income,12411.0,10035.0,US$2021PPP,Year,0.036776931057045666,2208.0,,39753.0,145440496.0,New 2025,High,13,Luxembourg Income Study,Luxembourg Income Study (LIS),Own construction based on LIS Database through LISSY,Survey of the Population Income and participation in Social programs (PIS),https://pip.worldbank.org/,1.0,1.0,0.132,0.147,0.215,0.067,0.124,0.006,0.005,0.005,0.003,0.005,Yes,4.0,2.0,3.0,15,"(3.0, 4.0, 2.0, 15)"
RWA,2017,20199,Rwanda,RW,43.71,,,,,,,,,2.25,8.44,15.83,6.0200000000000005,9.81,13.56,19.78,50.82,2.44,3.59,4.48,5.34,6.24,7.33,8.790000000000001,10.99,15.19,35.63,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Eastern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Low income,1127.0,757.0,US$2021PPP,Year,0.001665815657859644,,,2350.0,12202060.0,New 2025,Average,13,World Bank,Poverty and Inequality Platform (PIP),Series 2000-2016,EICV-V,https://pip.worldbank.org/,,,,,,,,,,,,,Yes,1.0,2.0,2.0,15,"(2.0, 1.0, 2.0, 15)"
SAU,2018,20227,Saudi Arabia,SA,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consumption,Consumption,No adjustment,No adjustment,Household,Household,All,All,Specific categories,Saudi,Asia,Western Asia,Middle East and North Africa,Non-EU,Non-OECD,High income,,,,,0.26666666666666666,,,55509.0,30365122.0,New 2021,Low,9,National statistical authority,Saudi General Authority for Statistics,,Household Expenditure and Income Survey,https://www.stats.gov.sa/sites/default/files/household_income_and_expenditure_survey_2018_en_27-6-2019.pdf,,,,,,,,,,,,,Yes,1.0,0.0,1.0,0,"(1.0, 1.0, 0.0, 0)"
SCG,2001,20461,Serbia and Montenegro,FY,37.800000000000004,,,,,,,,,1.03,4.08,22.29,8.97,13.32,17.02,21.56,36.63,3.71,5.25,6.2,7.12,8.03,8.99,10.1,11.46,13.66,22.96,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,51379.0,,Serbian new dinar,Month,,,,26812.0,10645156.0,,Low,13,United Nations,UNICEF 2004,Transformative Monitoring for Enhanced Equity (TransMonEE),Household Budget Survey,,,,,,,,,,,,,,Yes,4.0,2.0,1.0,15,"(1.0, 4.0, 2.0, 15)"
SDN,2014,22004,Sudan,SD,34.24,57.51,67.78,354.5,14.63,26.02,35.480000000000004,43.74,71.09,1.4000000000000001,5.41,19.900000000000002,7.83,12.07,16.1,21.650000000000002,42.35,3.17,4.66,5.6000000000000005,6.47,7.47,8.63,9.97,11.69,14.58,27.78,0.28,31.59,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Northern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Low income,1666.0,1336.0,US$2021PPP,Year,0.000348199999,,,4208.0,38823316.0,New 2025,Average,13,World Bank,Poverty and Inequality Platform (PIP),Own construction based on ERF/LIS Database through LISSY,NBHS,https://pip.worldbank.org/,,,,,,,,,,,,,Yes,1.0,2.0,2.0,15,"(2.0, 1.0, 2.0, 15)"
SEN,2022,20242,Senegal,SN,36.160000000000004,,,,,,,,,1.53,6.01,18.830000000000002,7.3100000000000005,11.52,15.6,21.650000000000002,43.92,3.02,4.29,5.3,6.22,7.24,8.36,9.81,11.84,15.09,28.830000000000002,,36.0,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Western Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Lower middle income,2108.0,1630.0,US$2021PPP,Year,0.002119245205655232,,,4228.0,17651104.0,New 2025,Average,13,World Bank,Poverty and Inequality Platform (PIP),Series 2018-2021,EHCVM,https://pip.worldbank.org/,,,,,,,,,,,,,Yes,1.0,2.0,2.0,15,"(2.0, 1.0, 2.0, 15)"
SGP,2011,20543,Singapore,SG,47.300000000000004,,,,,,,,,1.87,9.200000000000001,15.52,4.9,10.620000000000001,16.080000000000002,23.3,45.1,1.6400000000000001,3.2600000000000002,4.6000000000000005,6.0200000000000005,7.3100000000000005,8.77,10.5,12.790000000000001,16.12,28.97,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,Asia,South-eastern Asia,East Asia and the Pacific,Non-EU,Non-OECD,High income,115416.0,84444.0,Singaporean dollar,Month,0.7950542049126694,,,98868.0,5182239.0,New 2013,High,11,National statistical authority,Statistics Singapore,Nominal terms,Household Expenditure Survey,,,,,,,,,,,,,,Yes,2.0,2.0,3.0,15,"(3.0, 2.0, 2.0, 15)"
SLB,2013,21303,Solomon Islands,SB,37.050000000000004,,,,,,,,,1.59,6.390000000000001,18.35,6.98,11.370000000000001,15.5,21.54,44.61,2.7600000000000002,4.22,5.2,6.17,7.22,8.28,9.74,11.8,15.36,29.240000000000002,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Oceania,Melanesia,East Asia and the Pacific,Non-EU,Non-OECD,Lower middle income,1469.0,1133.0,US$2021PPP,Year,,,,2784.0,594945.0,New 2025,Average,13,World Bank,Poverty and Inequality Platform (PIP),,HIES,https://pip.worldbank.org/,,,,,,,,,,,,,Yes,1.0,2.0,2.0,15,"(2.0, 1.0, 2.0, 15)"
SLE,2018,20485,Sierra Leone,SL,36.81,0.22,0.27,0.48,,0.11,,0.2,0.32,1.5,5.59,19.57,7.9,11.67,15.27,20.98,44.18,3.35,4.55,5.42,6.25,7.11,8.16,9.53,11.450000000000001,14.790000000000001,29.39,,33.8,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Western Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Low income,1418.0,1080.0,US$2021PPP,Year,0.0004259049593083298,,,2767.0,7554563.0,New 2025,High,9,World Bank,World Bank microdata,Series 2003-2018,SLIHS,https://pip.worldbank.org/,1.0,1.0,0.166,0.213,0.427,0.092,0.164,0.055,0.053,0.053,0.023,0.041,No,1.0,2.0,3.0,0,"(3.0, 1.0, 2.0, 0)"
SLV,2023,7338,El Salvador,SV,41.4,27.43,30.6,35.47,,14.200000000000001,,27.1,51.36,1.98,9.14,15.44,5.14,10.3,15.17,22.42,46.97,1.6400000000000001,3.5,4.59,5.71,6.890000000000001,8.28,10.05,12.370000000000001,16.38,30.59,,20.6,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,Americas,Central America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,236.0,3780.0,Local currency unit,Year,1.0,,,11404.0,6309624.0,New 2025,High,11,United Nations,ECLAC,New series,Encuesta de Hogares de Propositos Multiples (EHPM),https://estadisticas.cepal.org/cepalstat/WEB_CEPALSTAT/estadisticasIndicadores.asp?idioma=i,,,,,,,,,,,,,No,2.0,2.0,3.0,15,"(3.0, 2.0, 2.0, 15)"
SMR,2017,20221,San Marino,SM,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Income (net/gross),"Income, net/gross",No adjustment,No adjustment,Family,Family,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,Non-EU,Non-OECD,High income,38921.0,35000.0,Euro,Year,,,,59525.0,34378.0,New 2019,Average,10,National statistical authority,"San Marino Office of Economic Planning, Data Processing and Statistics",,,http://www.statistica.sm/on-line/en/home/publications/survey-on-consumption-and-lifestyles-of-families/documento14102752.html,,,,,,,,,,,,,Yes,2.0,0.0,2.0,0,"(2.0, 2.0, 0.0, 0)"
SOM,2016,21305,Somalia,SO,40.5,32.480000000000004,29.78,44.6,7.18,13.98,20.7,27.73,68.04,1.8900000000000001,8.8,15.55,5.21,10.35,15.56,23.06,45.83,1.69,3.5100000000000002,4.58,5.76,7.04,8.53,10.33,12.72,16.490000000000002,29.34,0.49,18.84,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Eastern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Low income,226.0,,US$2021PPP,Year,,226.0,,1384.0,14348740.0,New 2025,High,13,Luxembourg Income Study,Luxembourg Income Study (LIS),Own construction based on ERF/LIS Database through LISSY,"ERF Harmonised Household Income and Expenditure Surveys (HHIES), Somali High Frequency Survey (HFS)",,,,,,,,,,,,,,Yes,1.0,2.0,3.0,15,"(3.0, 1.0, 2.0, 15)"
SRB,2022,20423,Serbia,RS,31.73,20.26,17.28,20.29,4.3100000000000005,8.66,13.23,18.34,57.85,1.18,5.49,19.89,7.05,12.84,17.71,23.67,38.730000000000004,2.5,4.55,5.87,6.97,8.16,9.55,10.98,12.69,15.31,23.42,0.8300000000000001,14.06,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,5800.0,5136.0,US$2021PPP,Year,0.017945755365257447,,,24910.0,6791213.0,New 2025,High,13,Luxembourg Income Study,Luxembourg Income Study (LIS),Own construction based on LIS Database through LISSY,Household Budget Survey (HBS),https://ec.europa.eu/eurostat/web/income-and-living-conditions/data/database,,,,,,,,,,,,,Yes,4.0,2.0,3.0,15,"(3.0, 4.0, 2.0, 15)"
SSD,2017,21407,South Sudan,SS,44.06,,,,,,,,,2.2800000000000002,10.1,14.48,4.9,9.58,14.18,21.85,49.49,1.79,3.11,4.25,5.33,6.38,7.8,9.540000000000001,12.32,16.47,33.02,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Eastern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Low income,785.0,555.0,US$2021PPP,Year,,,,,10259154.0,New 2025,Average,13,World Bank,Poverty and Inequality Platform (PIP),,HFS-W3,https://pip.worldbank.org/,,,,,,,,,,,,,Yes,1.0,2.0,2.0,15,"(2.0, 1.0, 2.0, 15)"
STP,2017,20224,Sao Tome and Principe,ST,40.730000000000004,,,,,,,,,1.95,7.44,16.830000000000002,6.44,10.39,14.59,20.7,47.89,2.57,3.87,4.75,5.64,6.7,7.88,9.34,11.36,15.09,32.8,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Middle Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Lower middle income,1990.0,1459.0,US$2021PPP,Year,,,,5521.0,206970.0,New 2025,Average,13,World Bank,Poverty and Inequality Platform (PIP),,IOF,https://pip.worldbank.org/,,,,,,,,,,,,,Yes,1.0,2.0,2.0,15,"(2.0, 1.0, 2.0, 15)"
SUN,1993,21424,Soviet Union,SU,30.5,,,,,,,,,0.99,4.11,22.6,8.9,13.700000000000001,17.900000000000002,22.8,36.6,3.6,5.3,6.4,7.3,8.4,9.5,10.6,12.200000000000001,14.3,22.3,,13.6,Income (net),"Income, net",Per capita,Per capita,Family,Household,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,2052.0,1682.0,Rubles,Month,,,,13187.0,287728000.0,,Low,8,World Bank,World Bank 2002,Poverty Monitoring Database,Family Budget Survey,,,,,,,,,,,,,,Yes,4.0,0.0,1.0,0,"(1.0, 4.0, 0.0, 0)"
SUR,2022,22013,Suriname,SR,39.18,,,,,,,,,1.76,7.68,17.080000000000002,5.94,11.14,15.31,22.01,45.59,2.21,3.73,5.03,6.11,7.08,8.23,9.85,12.16,15.52,30.07,,15.4,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,6148.0,4748.0,US$2021PPP,Year,0.36429872495446264,,,18743.0,623164.0,New 2025,Average,13,World Bank,Poverty and Inequality Platform (PIP),Sobrado 2018,SSLC,https://pip.worldbank.org/,,,,,,,,,,,,,No,1.0,2.0,2.0,15,"(2.0, 1.0, 2.0, 15)"
SVK,2023,20919,Slovakia,SK,24.240000000000002,1313.74,1011.5500000000001,965.75,261.87,546.37,863.64,1231.1000000000001,4188.62,0.77,3.92,23.77,8.32,15.450000000000001,19.580000000000002,24.07,32.58,2.7,5.62,7.17,8.28,9.26,10.32,11.47,12.6,14.27,18.31,0.8300000000000001,10.14,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,EU,OECD,High income,5927.0,5798.0,Euro,Year,0.046813374581117756,1201.0,,39290.0,5518055.0,New 2025,High,13,Eurostat,Eurostat microdata,Own construction based on microdata,European Union Statistics on Income and Living Conditions (EU-SILC),https://ec.europa.eu/eurostat/web/income-and-living-conditions/data/database,,,,,,,,,,,,,Yes,4.0,2.0,3.0,15,"(3.0, 4.0, 2.0, 15)"
SVN,2023,21294,Slovenia,SI,24.310000000000002,998.1800000000001,1032.59,1254.48,251.61,492.06,724.01,949.98,1847.13,0.8300000000000001,3.39,24.93,10.23,14.700000000000001,17.990000000000002,22.38,34.7,4.19,6.05,6.95,7.75,8.540000000000001,9.44,10.5,11.89,13.99,20.71,1.74,12.31,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,EU,OECD,High income,12838.0,11530.0,Euro,Year,0.682674711239873,3512.0,,48244.0,2118396.0,New 2025,High,13,Eurostat,Eurostat microdata,Own construction based on microdata,European Union Statistics on Income and Living Conditions (EU-SILC),https://ec.europa.eu/eurostat/web/income-and-living-conditions/data/database,,,,,,,,,,,,,Yes,4.0,2.0,3.0,15,"(3.0, 4.0, 2.0, 15)"
SWE,2023,22613,Sweden,SE,32.0,2349.07,2578.2200000000003,13822.75,562.08,1043.33,1529.47,2093.56,6612.68,1.2,5.5,20.61,7.15,13.46,17.31,22.75,39.32,2.29,4.87,6.23,7.23,8.13,9.18,10.52,12.23,14.56,24.76,0.64,16.03,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,21472.0,18558.0,Euro,Year,0.12366588980441719,,,63115.0,10551494.0,New 2025,High,13,Eurostat,Eurostat microdata,Own construction based on microdata,European Union Statistics on Income and Living Conditions (EU-SILC),https://ec.europa.eu/eurostat/web/income-and-living-conditions/data/database,,,,,,,,,,,,,Yes,4.0,2.0,3.0,15,"(3.0, 4.0, 2.0, 15)"
SWZ,2017,7689,Eswatini,SZ,54.58,,,,,,,,,4.08,16.28,10.47,3.7,6.7700000000000005,10.72,18.56,60.24,1.41,2.29,3.0100000000000002,3.7600000000000002,4.71,6.01,7.78,10.78,17.52,42.72,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Southern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Lower middle income,2056.0,1078.0,US$2021PPP,Year,0.679477003570251,,,9658.0,1158195.0,New 2025,Average,13,World Bank,Poverty and Inequality Platform (PIP),Series 2000-2016,HIES,https://pip.worldbank.org/,,,,,,,,,,,,,Yes,1.0,2.0,2.0,15,"(2.0, 1.0, 2.0, 15)"
SYC,2019,20467,Seychelles,SC,32.13,,,,,,,,,1.21,5.49,19.69,7.12,12.57,17.7,23.52,39.09,2.62,4.5,5.67,6.9,8.17,9.53,10.9,12.63,15.22,23.87,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,Africa,Eastern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,High income,8122.0,7117.0,US$2021PPP,Year,0.14923013209842123,,,34346.0,117650.0,New 2025,Average,13,World Bank,Poverty and Inequality Platform (PIP),Series 2013-2018,HBS,https://pip.worldbank.org/,,,,,,,,,,,,,Yes,2.0,2.0,2.0,15,"(2.0, 2.0, 2.0, 15)"
SYR,2022,23014,Syria,SY,26.63,,,,,,,,,0.91,3.9,23.16,9.21,13.950000000000001,17.85,23.07,35.92,3.8000000000000003,5.41,6.58,7.37,8.44,9.41,10.68,12.39,14.82,21.1,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Asia,Western Asia,Middle East and North Africa,Non-EU,Non-OECD,Low income,1213.0,1080.0,US$2021PPP,Year,,,,4455.0,22462174.0,New 2025,Average,13,World Bank,Poverty and Inequality Platform (PIP),Series 2006-2009,HNAP,https://pip.worldbank.org/,,,,,,,,,,,,,No,1.0,2.0,2.0,15,"(2.0, 1.0, 2.0, 15)"
TCA,1999,23741,Turks and Caicos Islands,TC,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consumption,Consumption,,,,,All,All,All,All,Americas,Caribbean,Latin America and the Caribbean,Non-EU,Non-OECD,High income,,,,,,,,22965.0,17959.0,New 2019,Low,8,Research study,Thomas and Wint 2003,Caribbean Development Bank,,https://pdfs.semanticscholar.org/48c5/3c782c8f11cf2245e87cd65361e141050d68.pdf?_ga=2.72018266.832757270.1575297772-1521298557.1575297772,,,,,,,,,,,,,Yes,1.0,0.0,1.0,0,"(1.0, 1.0, 0.0, 0)"
TCD,2022,3814,Chad,TD,37.36,,,,,,,,,1.6500000000000001,6.51,17.88,6.890000000000001,10.99,15.9,21.36,44.86,2.81,4.08,5.03,5.96,7.43,8.47,9.74,11.620000000000001,15.34,29.52,,23.0,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Middle Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Low income,1418.0,1134.0,US$2021PPP,Year,,,,1688.0,18455316.0,New 2025,Average,13,World Bank,Poverty and Inequality Platform (PIP),Series 2018-2022,EHCVM,https://pip.worldbank.org/,,,,,,,,,,,,,Yes,1.0,2.0,2.0,15,"(2.0, 1.0, 2.0, 15)"
TGO,2022,23524,Togo,TG,37.86,,,,,,,,,1.6600000000000001,6.640000000000001,17.8,6.8100000000000005,10.99,15.370000000000001,21.580000000000002,45.24,2.79,4.03,5.0,6.0,7.11,8.27,9.71,11.870000000000001,15.610000000000001,29.63,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Western Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Low income,1526.0,1168.0,US$2021PPP,Year,,,,2662.0,9089738.0,New 2025,Average,13,World Bank,Poverty and Inequality Platform (PIP),Series 2018-2021,EHCVM,https://pip.worldbank.org/,,,,,,,,,,,,,Yes,1.0,2.0,2.0,15,"(2.0, 1.0, 2.0, 15)"
THA,2021,23515,Thailand,TH,34.92,,,,,,,,,1.41,5.62,19.12,7.59,11.53,15.74,22.46,42.69,3.19,4.4,5.3100000000000005,6.22,7.24,8.5,10.15,12.31,15.64,27.05,,28.0,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Asia,South-eastern Asia,East Asia and the Pacific,Non-EU,Non-OECD,Upper middle income,6044.0,4719.0,US$2021PPP,Year,0.026445472619933384,,,20245.0,71727328.0,New 2025,Average,13,World Bank,Poverty and Inequality Platform (PIP),Series 2014-2021,SES,https://pip.worldbank.org/,,,,,,,,,,,,,Yes,1.0,2.0,2.0,15,"(2.0, 1.0, 2.0, 15)"
TJK,2015,23375,Tajikistan,TJ,34.0,,,,,,,,,1.35,5.61,19.48,7.44,12.040000000000001,16.38,22.43,41.71,2.95,4.48,5.5200000000000005,6.53,7.6000000000000005,8.78,10.25,12.17,15.32,26.39,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Asia,Central Asia,Europe and Central Asia,Non-EU,Non-OECD,Lower middle income,2379.0,1947.0,US$2021PPP,Year,0.807890396202913,,,3041.0,8643840.0,New 2025,Average,13,World Bank,Poverty and Inequality Platform (PIP),Series 1999-2015,HSITAFIEN,https://pip.worldbank.org/,,,,,,,,,,,,,Yes,1.0,2.0,2.0,15,"(2.0, 1.0, 2.0, 15)"
TKM,1999,23740,Turkmenistan,TM,26.5,,,,,,,,,1.9100000000000001,7.74,16.44,6.12,10.32,14.5,21.69,47.36,2.4,3.72,4.66,5.67,6.62,7.87,9.58,12.11,15.9,31.46,,,Earnings,"Earnings, gross",No adjustment,No adjustment,Person,Person,All,All,Specific categories,"Employed, public sector",Asia,Central Asia,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,1217.0,876.0,US$2021PPP,Year,0.0001923076923076923,408.0,,4945.0,4492170.0,New 2025,Average,5,United Nations,UNICEF 2004,Transformative Monitoring for Enhanced Equity (TransMonEE),LSMS,https://pip.worldbank.org/,,,,,,,,,,,,,No,1.0,0.0,2.0,0,"(2.0, 0.0, 0.0, 0)"
TLS,2014,23518,Timor-Leste,TL,28.650000000000002,,,,,,,,,1.05,4.07,22.85,9.43,13.42,16.91,21.84,38.410000000000004,4.04,5.38,6.29,7.13,8.0,8.91,10.06,11.77,14.42,23.98,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Asia,South-eastern Asia,East Asia and the Pacific,Non-EU,Non-OECD,Lower middle income,1250.0,1057.0,US$2021PPP,Year,,,,4445.0,1181903.0,New 2025,Average,13,World Bank,Poverty and Inequality Platform (PIP),Series 2001-2014,TLSLS,https://pip.worldbank.org/,,,,,,,,,,,,,Yes,1.0,2.0,2.0,15,"(2.0, 1.0, 2.0, 15)"
TON,2021,23528,Tonga,TO,27.1,,,,,,,,,0.9500000000000001,3.91,23.18,9.35,13.83,17.56,22.68,36.58,3.96,5.38,6.42,7.42,8.32,9.23,10.56,12.120000000000001,14.57,22.01,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Oceania,Polynesia,East Asia and the Pacific,Non-EU,Non-OECD,Upper middle income,4163.0,3635.0,US$2021PPP,Year,,,,7035.0,105490.0,New 2025,Average,13,World Bank,Poverty and Inequality Platform (PIP),Series 2009-2015,HIES,https://pip.worldbank.org/,,,,,,,,,,,,,Yes,1.0,2.0,2.0,15,"(2.0, 1.0, 2.0, 15)"
TTO,1992,23540,Trinidad and Tobago,TT,40.19,,,,,,,,,1.8800000000000001,8.34,15.9,5.53,10.370000000000001,15.450000000000001,22.51,46.14,2.13,3.4,4.59,5.78,7.03,8.42,10.11,12.4,16.22,29.92,,19.5,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,Americas,Caribbean,Latin America and the Caribbean,Non-EU,Non-OECD,High income,4805.0,3695.0,US$2021PPP,Year,0.23529411764705882,,,13373.0,1271674.0,New 2025,Average,13,World Bank,Poverty and Inequality Platform (PIP),,PHC,https://pip.worldbank.org/,,,,,,,,,,,,,Yes,2.0,2.0,2.0,15,"(2.0, 2.0, 2.0, 15)"
